row,col,expected,actual,numeric_diff
0,0,﻿Operator ID,Operator ID,
0,34,Tax Code 1,,
0,35,Tax Type 1,,
0,36,Gross Tax 1,,
0,37,Net Tax 1,,
0,38,Tax Code 2,,
0,39,Tax Type 2,,
0,40,Gross Tax 2,,
0,41,Net Tax 2,,
0,42,Tax Code 3,,
0,43,Tax Type 3,,
0,44,Gross Tax 3,,
0,45,Net Tax 3,,
0,46,Tax Code 4,,
0,47,Tax Type 4,,
0,48,Gross Tax 4,,
0,49,Net Tax 4,,
0,50,Tax Code 5,,
0,51,Tax Type 5,,
0,52,Gross Tax 5,,
0,53,Net Tax 5,,
0,54,Tax Code 6,,
0,55,Tax Type 6,,
0,56,Gross Tax 6,,
0,57,Net Tax 6,,
0,58,Tax Code 7,,
0,59,Tax Type 7,,
0,60,Gross Tax 7,,
0,61,Net Tax 7,,
0,62,Tax Code 8,,
0,63,Tax Type 8,,
0,64,Gross Tax 8,,
0,65,Net Tax 8,,
0,66,Tax Code 9,,
0,67,Tax Type 9,,
0,68,Gross Tax 9,,
0,69,Net Tax 9,,
0,70,Tax Code 10,,
0,71,Tax Type 10,,
0,72,Gross Tax 10,,
0,73,Net Tax 10,,
0,74,Deduct Code 1,,
0,75,Deduct Type 1,,
0,76,Gross Deduct 1,,
0,77,Net Deduct 1,,
0,78,Deduct Code 2,,
0,79,Deduct Type 2,,
0,80,Gross Deduct 2,,
0,81,Net Deduct 2,,
0,82,Deduct Code 3,,
0,83,Deduct Type 3,,
0,84,Gross Deduct 3,,
0,85,Net Deduct 3,,
0,86,Deduct Code 4,,
0,87,Deduct Type 4,,
0,88,Gross Deduct 4,,
0,89,Net Deduct 4,,
0,90,Deduct Code 5,,
0,91,Deduct Type 5,,
0,92,Gross Deduct 5,,
0,93,Net Deduct 5,,
0,94,Deduct Code 6,,
0,95,Deduct Type 6,,
0,96,Gross Deduct 6,,
0,97,Net Deduct 6,,
0,98,Deduct Code 7,,
0,99,Deduct Type 7,,
0,100,Gross Deduct 7,,
0,101,Net Deduct 7,,
0,102,Deduct Code 8,,
0,103,Deduct Type 8,,
0,104,Gross Deduct 8,,
0,105,Net Deduct 8,,
0,106,Deduct Code 9,,
0,107,Deduct Type 9,,
0,108,Gross Deduct 9,,
0,109,Net Deduct 9,,
0,110,Deduct Code 10,,
0,111,Deduct Type 10,,
0,112,Gross Deduct 10,,
0,113,Net Deduct 10,,
0,114,Detail Line Notation,,
1,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
1,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
1,5,1/27/2026,"January 27, 2026",
1,6,"1,031.33",1031.33,
1,7,1119847.01,,
1,8,4703305324,,
1,12,FORTNEY D 157,,
1,13,WV,,
1,14,HARRISON,,
1,16,Gas,,
1,18,Royalty Interest,,
1,19,0.0625,,
1,20,0.0625,,
1,21,11/30/2025,,
1,22,2.63,,
1,23,1,,
1,24,605.27,,
1,25,"1,593.71",,
1,26,0,,
1,27,0,,
1,28,"1,593.71",,
1,29,37.83,,
1,30,99.61,,
1,31,0,,
1,32,0,,
1,33,99.61,,
2,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
2,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
2,5,1/27/2026,"January 27, 2026",
2,6,"1,031.33",1031.33,
2,7,1119848.01,1119847.01,1.0
2,8,4703305325,4703305324,1.0
2,16,Gas,,
2,18,Royalty Interest,ROYALTY INTEREST,
2,21,11/30/2025,Nov 25,
2,22,3.61,2.63,0.98
2,23,1.37,1.0002,0.36980000000000013
2,24,128.17,605.27,-477.1
2,25,462.54,1593.71,-1131.17
2,26,0,,
2,27,0,,
2,28,462.54,,
2,29,8.01,37.83,-29.82
2,30,28.91,99.61,-70.7
2,31,0,,
2,32,0,,
2,33,28.91,,
3,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
3,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
3,5,1/27/2026,"January 27, 2026",
3,6,"1,031.33",1031.33,
3,7,1124269.01,1119848.01,4421.0
3,8,4701704008,4703305325,-1601317.0
3,12,CUMBERLEDGE 1 L,FORTNEY D 157,
3,14,DODDRIDGE,HARRISON,
3,16,Gas,,
3,18,Royalty Interest,ROYALTY INTEREST,
3,19,0.00345982,0.0625,-0.05904018
3,20,0.00345982,0.0625,-0.05904018
3,21,6/30/2025,Nov 25,
3,22,2.54,3.61,-1.0699999999999998
3,23,1.29,1.3709,-0.08089999999999997
3,24,-82.02,128.17,-210.19
3,25,-208.48,462.54,-671.02
3,26,0,,
3,27,0,,
3,28,-208.48,,
3,29,-0.28,8.01,-8.29
3,30,-0.72,28.91,-29.63
3,31,0,,
3,32,0,,
3,33,-0.72,,
4,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
4,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
4,5,1/27/2026,"January 27, 2026",
4,6,"1,031.33",1031.33,
4,16,Gas,,
4,18,Royalty Interest,ROYALTY INTEREST,
4,21,5/31/2025,Jun 25,
4,22,2.96,2.54,0.41999999999999993
4,23,1.29,1.2855,0.0044999999999999485
4,24,69.47,-82.02,151.49
4,25,205.35,-208.48,413.83
4,26,0,,
4,27,0,,
4,28,205.35,,
4,29,0.24,-0.28,0.52
4,30,0.71,-0.72,1.43
4,31,0,,
4,32,0,,
4,33,0.71,,
5,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
5,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
5,5,1/27/2026,"January 27, 2026",
5,6,"1,031.33",1031.33,
5,16,Gas,,
5,18,Royalty Interest,ROYALTY INTEREST,
5,21,6/30/2025,May 25,
5,22,2.55,2.96,-0.41000000000000014
5,23,1.29,1.2863,0.0037000000000000366
5,24,74.3,69.47,4.829999999999998
5,25,189.81,205.35,-15.539999999999992
5,26,0,,
5,27,0,,
5,28,189.81,,
5,29,0.26,0.24,0.020000000000000018
5,30,0.66,0.71,-0.04999999999999993
5,31,0,,
5,32,0,,
5,33,0.66,,
6,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
6,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
6,5,1/27/2026,"January 27, 2026",
6,6,"1,031.33",1031.33,
6,16,Gas,,
6,18,Royalty Interest,ROYALTY INTEREST,
6,21,7/31/2025,Jun 25,
6,22,2.68,2.55,0.13000000000000034
6,23,1.31,1.2921,0.017900000000000027
6,24,-67.54,74.3,-141.84
6,25,-181.12,189.81,-370.93
6,26,0,,
6,27,0,,
6,28,-181.12,,
6,29,-0.23,0.26,-0.49
6,30,-0.63,0.66,-1.29
6,31,0,,
6,32,0,,
6,33,-0.63,,
7,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
7,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
7,5,1/27/2026,"January 27, 2026",
7,6,"1,031.33",1031.33,
7,16,Gas,,
7,18,Royalty Interest,ROYALTY INTEREST,
7,21,3/31/2025,Jul 25,
7,22,4.36,2.68,1.6800000000000002
7,23,1.32,1.3115,0.008499999999999952
7,24,-70.44,-67.54,-2.8999999999999915
7,25,-306.89,-181.12,-125.76999999999998
7,26,0,,
7,27,0,,
7,28,-306.89,,
7,29,-0.24,-0.23,-0.009999999999999981
7,30,-1.06,-0.63,-0.43000000000000005
7,31,0,,
7,32,0,,
7,33,-1.06,,
8,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
8,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
8,5,1/27/2026,"January 27, 2026",
8,6,"1,031.33",1031.33,
8,16,Gas,,
8,18,Royalty Interest,ROYALTY INTEREST,
8,21,5/31/2025,Mar 25,
8,22,3.04,4.36,-1.3200000000000003
8,24,-72.37,-70.44,-1.9300000000000068
8,25,-219.99,-306.89,86.89999999999998
8,26,0,,
8,27,0,,
8,28,-219.99,,
8,29,-0.25,-0.24,-0.010000000000000009
8,30,-0.76,-1.06,0.30000000000000004
8,31,0,,
8,32,0,,
8,33,-0.76,,
9,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
9,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
9,5,1/27/2026,"January 27, 2026",
9,6,"1,031.33",1031.33,
9,16,Gas,,
9,18,Royalty Interest,ROYALTY INTEREST,
9,21,7/31/2025,May 25,
9,22,2.72,3.04,-0.31999999999999984
9,23,1.33,1.3228,0.007200000000000095
9,24,63.68,-72.37,136.05
9,25,173.41,-219.99,393.4
9,26,0,,
9,27,0,,
9,28,173.41,,
9,29,0.22,-0.25,0.47
9,30,0.6,-0.76,1.3599999999999999
9,31,0,,
9,32,0,,
9,33,0.6,,
10,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
10,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
10,5,1/27/2026,"January 27, 2026",
10,6,"1,031.33",1031.33,
10,16,Gas,,
10,18,Royalty Interest,ROYALTY INTEREST,
10,21,4/30/2025,Jul 25,
10,22,3.82,2.72,1.0999999999999996
10,23,1.35,1.3318,0.018199999999999994
10,24,-68.51,63.68,-132.19
10,25,-261.85,173.41,-435.26
10,26,0,,
10,27,0,,
10,28,-261.85,,
10,29,-0.24,0.22,-0.45999999999999996
10,30,-0.91,0.6,-1.51
10,31,0,,
10,32,0,,
10,33,-0.91,,
11,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
11,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
11,5,1/27/2026,"January 27, 2026",
11,6,"1,031.33",1031.33,
11,16,Gas,,
11,18,Royalty Interest,ROYALTY INTEREST,
11,21,2/28/2025,Apr 25,
11,22,4.38,3.82,0.56
11,23,1.35,1.3465,0.0035000000000000586
11,24,-66.58,-68.51,1.9300000000000068
11,25,-291.95,-261.85,-30.099999999999966
11,26,0,,
11,27,0,,
11,28,-291.95,,
11,29,-0.23,-0.24,0.009999999999999981
11,30,-1.01,-0.91,-0.09999999999999998
11,31,0,,
11,32,0,,
11,33,-1.01,,
12,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
12,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC 4150 BELDEN VILLAGE ST NW STE 401,
12,5,1/27/2026,"January 27, 2026",
12,6,"1,031.33",1031.33,
12,16,Gas,,
12,18,Royalty Interest,ROYALTY INTEREST,
12,21,3/31/2025,Feb 25,
12,22,4.48,4.38,0.10000000000000053
12,23,1.36,1.3488,0.011200000000000099
12,24,66.58,-66.58,133.16
12,25,298.57,-291.95,590.52
12,26,0,,
12,27,0,,
12,28,298.57,,
12,29,0.23,-0.23,0.46
12,30,1.03,-1.01,2.04
12,31,0,,
12,32,0,,
12,33,1.03,,
13,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
13,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
13,5,1/27/2026,"January 27, 2026",
13,6,"1,031.33",1031.33,
13,16,Gas,,
13,18,Royalty Interest,,
13,19,0.00345982,,
13,20,0.00345982,,
13,21,1/31/2025,,
13,22,4.13,,
13,23,1.37,,
13,24,-63.68,,
13,25,-262.95,,
13,26,0,,
13,27,0,,
13,28,-262.95,,
13,29,-0.22,,
13,30,-0.91,,
13,31,0,,
13,32,0,,
13,33,-0.91,,
14,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
14,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
14,5,1/27/2026,"January 27, 2026",
14,6,"1,031.33",1031.33,
14,16,Gas,,
14,18,Royalty Interest,ROYALTY INTEREST,
14,21,4/30/2025,Mar 25,
14,22,3.9,4.48,-0.5800000000000005
14,23,1.37,1.3587,0.011300000000000088
14,24,59.82,66.58,-6.759999999999998
14,25,233.1,298.57,-65.47
14,26,0,,
14,27,0,,
14,28,233.1,,
14,29,0.21,0.23,-0.020000000000000018
14,30,0.81,1.03,-0.21999999999999997
14,31,0,,
14,32,0,,
14,33,0.81,,
15,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
15,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
15,5,1/27/2026,"January 27, 2026",
15,6,"1,031.33",1031.33,
15,16,Gas,,
15,18,Royalty Interest,ROYALTY INTEREST,
15,21,2/28/2025,Jan 25,
15,22,4.47,4.13,0.33999999999999986
15,23,1.37,1.3703,-0.00029999999999996696
15,24,58.86,-63.68,122.53999999999999
15,25,263.05,-262.95,526.0
15,26,0,,
15,27,0,,
15,28,263.05,,
15,29,0.2,-0.22,0.42000000000000004
15,30,0.91,-0.91,1.82
15,31,0,,
15,32,0,,
15,33,0.91,,
16,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
16,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
16,5,1/27/2026,"January 27, 2026",
16,6,"1,031.33",1031.33,
16,16,Gas,,
16,18,Royalty Interest,ROYALTY INTEREST,
16,21,8/31/2025,Apr 25,
16,22,2.99,3.9,-0.9099999999999997
16,23,1.39,1.3728,0.017199999999999882
16,24,-54.03,59.82,-113.85
16,25,-161.73,233.1,-394.83
16,26,0,,
16,27,0,,
16,28,-161.73,,
16,29,-0.19,0.21,-0.4
16,30,-0.56,0.81,-1.37
16,31,0,,
16,32,0,,
16,33,-0.56,,
17,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
17,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
17,5,1/27/2026,"January 27, 2026",
17,6,"1,031.33",1031.33,
17,16,Gas,,
17,18,Royalty Interest,ROYALTY INTEREST,
17,21,11/30/2025,Feb 25,
17,22,3.72,4.47,-0.7499999999999996
17,23,1.41,1.3746,0.035399999999999876
17,24,54.03,58.86,-4.829999999999998
17,25,200.93,263.05,-62.120000000000005
17,26,0,,
17,27,0,,
17,28,200.93,,
17,29,0.19,0.2,-0.010000000000000009
17,30,0.7,0.91,-0.21000000000000008
17,31,0,,
17,32,0,,
17,33,0.7,,
18,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
18,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
18,5,1/27/2026,"January 27, 2026",
18,6,"1,031.33",1031.33,
18,16,Gas,,
18,18,Royalty Interest,ROYALTY INTEREST,
18,21,8/31/2025,Aug 25,
18,22,3.06,2.99,0.06999999999999984
18,23,1.42,1.3905,0.02949999999999986
18,24,57.89,-54.03,111.92
18,25,177.12,-161.73,338.85
18,26,0,,
18,27,0,,
18,28,177.12,,
18,29,0.2,-0.19,0.39
18,30,0.61,-0.56,1.17
18,31,0,,
18,32,0,,
18,33,0.61,,
19,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
19,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
19,5,1/27/2026,"January 27, 2026",
19,6,"1,031.33",1031.33,
19,16,Gas,,
19,18,Royalty Interest,ROYALTY INTEREST,
19,21,1/31/2025,Nov 25,
19,22,4.3,3.72,0.5799999999999996
19,23,1.43,1.4127,0.01729999999999987
19,24,55.96,54.03,1.9299999999999997
19,25,240.77,200.93,39.84
19,26,0,,
19,27,0,,
19,28,240.77,,
19,30,0.83,0.7,0.13
19,31,0,,
19,32,0,,
19,33,0.83,,
20,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
20,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
20,5,1/27/2026,"January 27, 2026",
20,6,"1,031.33",1031.33,
20,7,1128152.01,1124269.01,3883.0
20,8,4701704652,4701704008,644.0
20,12,FORD 1,CUMBERLEDGE 1 L,
20,16,Gas,,
20,18,Royalty Interest,ROYALTY INTEREST,
20,19,0.00162337,0.00345982,-0.00183645
20,20,0.00162337,0.00345982,-0.00183645
20,21,7/31/2025,Aug 25,
20,22,2.59,3.06,-0.4700000000000002
20,23,1.18,1.4213,-0.24130000000000007
20,24,92.12,57.89,34.230000000000004
20,25,239.02,177.12,61.900000000000006
20,26,0,,
20,27,0,,
20,28,239.02,,
20,29,0.15,0.2,-0.05000000000000002
20,30,0.39,0.61,-0.21999999999999997
20,31,0,,
20,32,0,,
20,33,0.39,,
21,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
21,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
21,5,1/27/2026,"January 27, 2026",
21,6,"1,031.33",1031.33,
21,7,1128152.01,1124269.01,3883.0
21,8,4701704652,4701704008,644.0
21,12,FORD 1,CUMBERLEDGE 1 L,
21,16,Gas,,
21,18,Royalty Interest,ROYALTY INTEREST,
21,19,0.00162337,0.00345982,-0.00183645
21,20,0.00162337,0.00345982,-0.00183645
21,21,7/31/2025,Jan 25,
21,22,2.63,4.3,-1.67
21,23,1.19,1.4278,-0.2378
21,24,-131.6,55.96,-187.56
21,25,-345.69,240.77,-586.46
21,26,0,,
21,27,0,,
21,28,-345.69,,
21,29,-0.21,0.19,-0.4
21,30,-0.56,0.83,-1.3900000000000001
21,31,0,,
21,32,0,,
21,33,-0.56,,
22,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
22,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
22,5,1/27/2026,"January 27, 2026",
22,6,"1,031.33",1031.33,
22,16,Gas,,
22,18,Royalty Interest,ROYALTY INTEREST,
22,21,11/30/2025,Jul 25,
22,22,3.43,2.59,0.8400000000000003
22,23,1.19,1.1776,0.012399999999999967
22,24,91.18,92.12,-0.9399999999999977
22,25,312.88,239.02,73.85999999999999
22,26,0,,
22,27,0,,
22,28,312.88,,
22,30,0.51,0.39,0.12
22,31,0,,
22,32,0,,
22,33,0.51,,
23,1,DIVERSIFIED,"DIVERSIFIED PRODUCTION, LLC",
23,2,Wilson Johnson Family,WILSON-JOHNSON FAMILY LLC,
23,5,1/27/2026,"January 27, 2026",
23,6,"1,031.33",1031.33,
23,7,1146806.01,1128152.01,18654.0
23,8,4701701804,4701704652,-2848.0
23,12,PEARCY C,FORD 1,
23,16,Gas,,
23,18,Royalty Interest,ROYALTY INTEREST,
23,19,0.075,0.00162337,0.07337663
23,20,0.075,0.00162337,0.07337663
23,21,11/30/2025,Jul 25,
23,22,3.23,2.63,0.6000000000000001
23,23,1.23,1.1922,0.037800000000000056
23,24,143.31,-131.6,274.90999999999997
23,25,462.83,-345.69,808.52
23,26,0,,
23,27,0,,
23,28,462.83,,
23,29,10.75,-0.21,10.96
23,30,34.71,-0.56,35.27
